abuse_number,city_name,fac_name,fac_type,inv_comp_date,online_incident_date
KF159960,KLAMATH FALLS,ASHLEY MANOR - HOMEDALE,RCF, 04/14/2015, 01/17/2015
CO14106,KLAMATH FALLS,ASHLEY MANOR - HOMEDALE,RCF, 04/29/2014, 04/29/2014
KF087814A,KLAMATH FALLS,ASHLEY MANOR - HOMEDALE,RCF, 07/28/2008, 05/29/2008
KF087814C,KLAMATH FALLS,ASHLEY MANOR - HOMEDALE,RCF, 07/28/2008, 05/29/2008
KF061688,KLAMATH FALLS,ASHLEY MANOR - HOMEDALE,RCF, 06/19/2006, 04/30/2006
KL51443,KLAMATH FALLS,ASHLEY MANOR - HOMEDALE,RCF, 11/28/2005, 09/26/2005
CO05060,KLAMATH FALLS,ASHLEY MANOR - HOMEDALE,RCF, 08/04/2005, 07/11/2005
KL51420,KLAMATH FALLS,ASHLEY MANOR - HOMEDALE,RCF, 08/19/2005, 06/03/2005
KL51396B,KLAMATH FALLS,ASHLEY MANOR - HOMEDALE,RCF, 07/11/2005, 05/12/2005
BA092601,BAKER CITY,ASHLEY MANOR - LUND LANE,RCF, 11/23/2009, 09/19/2009
BA088746,BAKER CITY,ASHLEY MANOR - LUND LANE,RCF, 11/10/2008, 07/18/2008
BC41339,BAKER CITY,ASHLEY MANOR - LUND LANE,RCF, 06/21/2004, 03/09/2004
RD087135,PRINEVILLE,ASHLEY MANOR - MEADOW LAKES,RCF, 03/31/2008, 01/31/2008
RD086701,PRINEVILLE,ASHLEY MANOR - MEADOW LAKES,RCF, 02/08/2008, 01/03/2008
RD076426A,PRINEVILLE,ASHLEY MANOR - MEADOW LAKES,RCF, 01/23/2008, 11/14/2007
RD062889A,PRINEVILLE,ASHLEY MANOR - MEADOW LAKES,RCF, 02/23/2007, 08/03/2006
RD062889B,PRINEVILLE,ASHLEY MANOR - MEADOW LAKES,RCF, 02/23/2007, 08/03/2006
RD52346,PRINEVILLE,ASHLEY MANOR - MEADOW LAKES,RCF, 11/17/2005, 09/28/2005
RD153000,MADRAS,ASHLEY MANOR - OAK,RCF, 10/26/2015, 09/24/2015
CO14044,MADRAS,ASHLEY MANOR - OAK,RCF, 01/22/2014, 01/22/2014
RD103778,MADRAS,ASHLEY MANOR - OAK,RCF, 04/06/2010, 02/11/2010
DL147454,HOOD RIVER,ASHLEY MANOR - PACIFIC HEIGHTS,RCF, 09/03/2014, 06/18/2014
DL129671,HOOD RIVER,ASHLEY MANOR - PACIFIC HEIGHTS,RCF, 06/11/2012, 10/01/2011
DL086599A,HOOD RIVER,ASHLEY MANOR - PACIFIC HEIGHTS,RCF, 03/17/2008, 01/11/2008
CO06065,HOOD RIVER,ASHLEY MANOR - PACIFIC HEIGHTS,RCF, 10/30/2006, 10/24/2006
DL062678A,HOOD RIVER,ASHLEY MANOR - PACIFIC HEIGHTS,RCF, 11/21/2006, 09/22/2006
DL062634A,HOOD RIVER,ASHLEY MANOR - PACIFIC HEIGHTS,RCF, 10/05/2006, 09/14/2006
DL062071,HOOD RIVER,ASHLEY MANOR - PACIFIC HEIGHTS,RCF, 10/04/2006, 06/18/2006
RD150414B,REDMOND,ASHLEY MANOR - RIMROCK,RCF, 03/24/2015, 01/15/2015
RD120110,REDMOND,ASHLEY MANOR - RIMROCK,RCF, 06/26/2012, 04/19/2012
RD120110,REDMOND,ASHLEY MANOR - RIMROCK,RCF, 06/26/2012, 04/19/2012
RD129361B,REDMOND,ASHLEY MANOR - RIMROCK,RCF, 05/15/2012, 02/08/2012
RD116445,REDMOND,ASHLEY MANOR - RIMROCK,RCF, 05/12/2011, 01/27/2011
RD090000A,REDMOND,ASHLEY MANOR - RIMROCK,RCF, 02/13/2009, 12/25/2008
RD090000B,REDMOND,ASHLEY MANOR - RIMROCK,RCF, 02/13/2009, 12/25/2008
RD087629C,REDMOND,ASHLEY MANOR - RIMROCK,RCF, 05/29/2008, 03/06/2008
CO16251,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 08/18/2016, 07/14/2016
RB148617D,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 11/14/2014, 09/12/2014
RB148520,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 10/15/2014, 09/07/2014
RB148051B,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 11/19/2014, 08/04/2014
RB135428,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 02/20/2014, 12/15/2013
RB135405,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 01/30/2014, 12/07/2013
RB133344,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 08/09/2013, 05/28/2013
RB132324,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 03/19/2013, 02/01/2013
RB132185,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 03/19/2013, 01/15/2013
RB132191A,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 03/22/2013, 01/15/2013
RB132077,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 03/20/2013, 01/07/2013
RB132056,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 02/28/2013, 01/02/2013
RB121958A,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 03/18/2013, 12/21/2012
RB121931,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 02/05/2013, 12/18/2012
RB121953,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 03/07/2013, 12/16/2012
RB121879,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 02/12/2013, 12/12/2012
CO13001,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 12/05/2012, 12/05/2012
RB121761,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 01/23/2013, 11/27/2012
RB121362,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 11/19/2012, 10/12/2012
RB120727,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 08/29/2012, 07/27/2012
RB120447A,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 08/29/2012, 06/24/2012
RB116977,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 07/12/2011, 05/09/2011
RB104412A,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 07/23/2010, 05/27/2010
RB103833,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 04/27/2010, 03/22/2010
RB103570,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 03/16/2010, 02/17/2010
RB103285,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 03/11/2010, 01/24/2010
RB103215,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 02/02/2010, 01/10/2010
RB092761,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 01/20/2010, 11/27/2009
RB092379,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 11/10/2009, 10/18/2009
RB092224,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 10/28/2009, 09/22/2009
RB092141,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 11/10/2009, 09/19/2009
RB091807,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 08/25/2009, 08/02/2009
RB089741,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 02/17/2009, 12/29/2008
RB088870,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 11/19/2008, 09/05/2008
RB074779A,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 07/02/2007, 05/22/2007
RB074779B,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 07/02/2007, 05/22/2007
RB074482,ROSEBURG,ASHLEY MANOR - ROSEBURG,RCF, 07/02/2007, 04/30/2007
PT168048,HERMISTON,ASHLEY MANOR - SAGE,RCF, 11/09/2016, 09/02/2016
HM166880,HERMISTON,ASHLEY MANOR - SAGE,RCF, 08/29/2016, 06/19/2016
HM166674,HERMISTON,ASHLEY MANOR - SAGE,RCF, 08/01/2016, 05/18/2016
HM166252,HERMISTON,ASHLEY MANOR - SAGE,RCF, 07/12/2016, 04/29/2016
HM166197,HERMISTON,ASHLEY MANOR - SAGE,RCF, 07/21/2016, 04/19/2016
HM166265,HERMISTON,ASHLEY MANOR - SAGE,RCF, 07/12/2016, 03/11/2016
HM164994,HERMISTON,ASHLEY MANOR - SAGE,RCF, 04/29/2016, 03/02/2016
HM151887,HERMISTON,ASHLEY MANOR - SAGE,RCF, 09/09/2015, 07/05/2015
HM150471,HERMISTON,ASHLEY MANOR - SAGE,RCF, 04/08/2015, 02/20/2015
HM159811,HERMISTON,ASHLEY MANOR - SAGE,RCF, 02/06/2015, 12/08/2014
HM149618,HERMISTON,ASHLEY MANOR - SAGE,RCF, 01/07/2015, 11/22/2014
HM149017,HERMISTON,ASHLEY MANOR - SAGE,RCF, 12/11/2014, 10/18/2014
HM147471,HERMISTON,ASHLEY MANOR - SAGE,RCF, 07/10/2014, 05/24/2014
HM146656,HERMISTON,ASHLEY MANOR - SAGE,RCF, 05/09/2014, 03/01/2014
HM146104,HERMISTON,ASHLEY MANOR - SAGE,RCF, 03/10/2014, 01/24/2014
HM146070,HERMISTON,ASHLEY MANOR - SAGE,RCF, 02/25/2014, 01/22/2014
HM134652,HERMISTON,ASHLEY MANOR - SAGE,RCF, 10/31/2013, 09/13/2013
HM133349,HERMISTON,ASHLEY MANOR - SAGE,RCF, 06/20/2013, 05/09/2013
PT132913,HERMISTON,ASHLEY MANOR - SAGE,RCF, 05/03/2013, 03/21/2013
HM121516,HERMISTON,ASHLEY MANOR - SAGE,RCF, 11/28/2012, 09/26/2012
HM129158,HERMISTON,ASHLEY MANOR - SAGE,RCF, 02/27/2012, 01/12/2012
HM129117,HERMISTON,ASHLEY MANOR - SAGE,RCF, 02/22/2012, 01/08/2012
HM128941,HERMISTON,ASHLEY MANOR - SAGE,RCF, 02/16/2012, 12/26/2011
HM118812,HERMISTON,ASHLEY MANOR - SAGE,RCF, 01/24/2012, 12/13/2011
HM116715,HERMISTON,ASHLEY MANOR - SAGE,RCF, 05/24/2011, 03/30/2011
HM104396,HERMISTON,ASHLEY MANOR - SAGE,RCF, 06/04/2010, 04/23/2010
HM103641,HERMISTON,ASHLEY MANOR - SAGE,RCF, 03/18/2010, 02/25/2010
HM103318,HERMISTON,ASHLEY MANOR - SAGE,RCF, 02/16/2010, 01/17/2010
HM089430,HERMISTON,ASHLEY MANOR - SAGE,RCF, 03/12/2009, 11/02/2008
HM086828,HERMISTON,ASHLEY MANOR - SAGE,RCF, 03/10/2008, 01/06/2008
HM074770B,HERMISTON,ASHLEY MANOR - SAGE,RCF, 08/03/2007, 05/31/2007
HM51075,HERMISTON,ASHLEY MANOR - SAGE,RCF, 10/20/2005, 08/27/2005
HM51101,HERMISTON,ASHLEY MANOR - SAGE,RCF, 12/15/2005, 02/23/2005
BR164714,BURNS,ASHLEY MANOR - SHASTA,RCF, 09/30/2016, 02/17/2016
BR153779,BURNS,ASHLEY MANOR - SHASTA,RCF, 03/18/2016, 11/04/2015
BR153546,BURNS,ASHLEY MANOR - SHASTA,RCF, 02/24/2016, 10/28/2015
CO15250,BURNS,ASHLEY MANOR - SHASTA,RCF, 10/28/2015, 10/28/2015
BR153549,BURNS,ASHLEY MANOR - SHASTA,RCF, 12/30/2015, 10/26/2015
BR152951,BURNS,ASHLEY MANOR - SHASTA,RCF, 10/22/2015, 09/18/2015
BR153092,BURNS,ASHLEY MANOR - SHASTA,RCF, 11/20/2015, 09/18/2015
BR153539,BURNS,ASHLEY MANOR - SHASTA,RCF, 02/24/2016, 09/18/2015
BR153540,BURNS,ASHLEY MANOR - SHASTA,RCF, 01/22/2016, 09/18/2015
BR153425,BURNS,ASHLEY MANOR - SHASTA,RCF, 12/11/2015, 09/17/2015
BR153205,BURNS,ASHLEY MANOR - SHASTA,RCF, 12/11/2015, 09/16/2015
BR153541,BURNS,ASHLEY MANOR - SHASTA,RCF, 01/07/2016, 09/16/2015
BR153191,BURNS,ASHLEY MANOR - SHASTA,RCF, 12/11/2015, 08/17/2015
BR121563,BURNS,ASHLEY MANOR - SHASTA,RCF, 08/07/2013, 06/14/2012
CO10039,ONTARIO,ASHLEY MANOR - WELL SPRINGS,RCF, 05/28/2010, 05/17/2010
OT51829C,ONTARIO,ASHLEY MANOR - WELL SPRINGS,RCF, 08/17/2006, 11/28/2005
BO167715,BEND,ASPEN RIDGE MEMORY CARE,RCF, 11/28/2016, 09/22/2016
BO167498,BEND,ASPEN RIDGE MEMORY CARE,RCF, 10/24/2016, 09/07/2016
BO168075,BEND,ASPEN RIDGE MEMORY CARE,RCF, 11/09/2016, 08/26/2016
BO167054,BEND,ASPEN RIDGE MEMORY CARE,RCF, 10/14/2016, 08/05/2016
BO167919,BEND,ASPEN RIDGE MEMORY CARE,RCF, 10/25/2016, 07/31/2016
BO166975A,BEND,ASPEN RIDGE MEMORY CARE,RCF, 10/14/2016, 07/29/2016
BO166975B,BEND,ASPEN RIDGE MEMORY CARE,RCF, 10/14/2016, 07/29/2016
BO166862,BEND,ASPEN RIDGE MEMORY CARE,RCF, 10/24/2016, 07/25/2016
BO167346,BEND,ASPEN RIDGE MEMORY CARE,RCF, 10/06/2016, 07/23/2016
BO166321,BEND,ASPEN RIDGE MEMORY CARE,RCF, 09/29/2016, 06/11/2016
BO167224,BEND,ASPEN RIDGE MEMORY CARE,RCF, 09/13/2016, 06/10/2016
BO166319B,BEND,ASPEN RIDGE MEMORY CARE,RCF, 09/29/2016, 06/02/2016
BO164544,BEND,ASPEN RIDGE MEMORY CARE,RCF, 03/01/2016, 12/24/2015
RD154029,BEND,ASPEN RIDGE MEMORY CARE,RCF, 01/18/2016, 12/17/2015
BO164487,BEND,ASPEN RIDGE MEMORY CARE,RCF, 03/01/2016, 12/07/2015
RD153258,BEND,ASPEN RIDGE MEMORY CARE,RCF, 11/23/2015, 10/20/2015
CO15157,BEND,ASPEN RIDGE MEMORY CARE,RCF, 08/11/2015, 08/11/2015
RD152490,BEND,ASPEN RIDGE MEMORY CARE,RCF, 09/09/2015, 08/05/2015
RD152297A,BEND,ASPEN RIDGE MEMORY CARE,RCF, 09/01/2015, 06/28/2015
RD152628,BEND,ASPEN RIDGE MEMORY CARE,RCF, 10/06/2015, 05/21/2015
RD151448A,BEND,ASPEN RIDGE MEMORY CARE,RCF, 06/22/2015, 05/13/2015
RD150919,BEND,ASPEN RIDGE MEMORY CARE,RCF, 05/20/2015, 03/29/2015
RD150711,BEND,ASPEN RIDGE MEMORY CARE,RCF, 04/10/2015, 03/01/2015
RD147657,BEND,ASPEN RIDGE MEMORY CARE,RCF, 08/29/2014, 06/28/2014
RD147598,BEND,ASPEN RIDGE MEMORY CARE,RCF, 07/29/2014, 05/15/2014
BO147436,BEND,ASPEN RIDGE MEMORY CARE,RCF, 07/09/2014, 05/01/2014
RD146960C,BEND,ASPEN RIDGE MEMORY CARE,RCF, 06/25/2014, 04/01/2014
RD146780,BEND,ASPEN RIDGE MEMORY CARE,RCF, 05/15/2014, 03/25/2014
RD135025,BEND,ASPEN RIDGE MEMORY CARE,RCF, 11/26/2013, 09/10/2013
RD135207,BEND,ASPEN RIDGE MEMORY CARE,RCF, 01/27/2014, 08/14/2013
RD133375,BEND,ASPEN RIDGE MEMORY CARE,RCF, 08/09/2013, 05/26/2013
RD120948,BEND,ASPEN RIDGE MEMORY CARE,RCF, 10/08/2012, 08/14/2012
DL150016,THE DALLES,"ATRIUM AT FLAGSTONE, THE",RCF, 03/03/2015, 01/21/2015
DL105281,THE DALLES,"ATRIUM AT FLAGSTONE, THE",RCF, 11/15/2012, 09/19/2010
DL104972,THE DALLES,"ATRIUM AT FLAGSTONE, THE",RCF, 10/22/2010, 08/03/2010
DL090500,THE DALLES,"ATRIUM AT FLAGSTONE, THE",RCF, 05/13/2009, 03/10/2009
DL090082,THE DALLES,"ATRIUM AT FLAGSTONE, THE",RCF, 03/31/2009, 01/30/2009
CO09048,THE DALLES,"ATRIUM AT FLAGSTONE, THE",RCF, 02/20/2009, 01/08/2009
DL089380B,THE DALLES,"ATRIUM AT FLAGSTONE, THE",RCF, 01/14/2009, 11/03/2008
DL089198B,THE DALLES,"ATRIUM AT FLAGSTONE, THE",RCF, 12/29/2008, 10/26/2008
CO09021,THE DALLES,"ATRIUM AT FLAGSTONE, THE",RCF, 12/03/2008, 10/24/2008
DL088962B,THE DALLES,"ATRIUM AT FLAGSTONE, THE",RCF, 12/01/2008, 09/28/2008
DL088256,THE DALLES,"ATRIUM AT FLAGSTONE, THE",RCF, 09/02/2008, 07/21/2008
DL088020,THE DALLES,"ATRIUM AT FLAGSTONE, THE",RCF, 08/28/2008, 05/17/2008
DL061726,THE DALLES,"ATRIUM AT FLAGSTONE, THE",RCF, 11/28/2006, 05/08/2006
BH166037,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 07/15/2016, 05/01/2016
BH165982,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 06/30/2016, 05/01/2016
BH165548,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 06/20/2016, 04/13/2016
BH150210,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 03/16/2015, 01/02/2015
BH150570,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 10/28/2015, 01/01/2015
BH147113,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 01/15/2016, 05/05/2014
BH147603,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 10/19/2015, 12/30/2013
CO13114,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 07/15/2013, 07/02/2013
BH132031,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 02/11/2013, 12/26/2012
BH120275,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 07/10/2012, 06/08/2012
BH120066,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 06/21/2012, 05/01/2012
CO12024,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 03/20/2012, 03/15/2012
BH117882,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 10/13/2011, 08/13/2011
BH117580,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 09/29/2011, 07/18/2011
BH116926,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 06/29/2011, 04/28/2011
BF092669,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 01/21/2010, 11/07/2009
CK090173B,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 03/12/2009, 12/08/2008
CK090096,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 03/12/2009, 12/01/2008
CK088651,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 10/30/2008, 08/29/2008
CK088320,OREGON CITY,"ATRIUM AT MCLOUGHLIN PLACE, THE",RCF, 11/05/2008, 07/07/2008
GP164217,GRANTS PASS,AUTUMN HOUSE OF GRANTS PASS,RCF, 03/29/2016, 01/08/2016
CO15253,GRANTS PASS,AUTUMN HOUSE OF GRANTS PASS,RCF, 11/18/2015, 11/18/2015
GP116374,GRANTS PASS,AUTUMN HOUSE OF GRANTS PASS,RCF, 05/31/2011, 02/16/2011
HB166430,PORTLAND,AVAMERE AT BETHANY,RCF, 09/21/2016, 06/27/2016
HB153407,PORTLAND,AVAMERE AT BETHANY,RCF, 12/01/2015, 11/02/2015
HB152752,PORTLAND,AVAMERE AT BETHANY,RCF, 01/26/2016, 09/04/2015
HB073528,PORTLAND,AVAMERE AT BETHANY,RCF, 03/05/2007, 01/13/2007
HB153385,HILLSBORO,AVAMERE AT HILLSBORO,RCF, 02/24/2016, 10/30/2015
HB152196,HILLSBORO,AVAMERE AT HILLSBORO,RCF, 10/20/2015, 07/23/2015
HB152074,HILLSBORO,AVAMERE AT HILLSBORO,RCF, 10/20/2015, 01/03/2015
HB134067,HILLSBORO,AVAMERE AT HILLSBORO,RCF, 10/18/2013, 08/06/2013
HB116556B,HILLSBORO,AVAMERE AT HILLSBORO,RCF, 06/06/2011, 03/10/2011
HB090542,HILLSBORO,AVAMERE AT HILLSBORO,RCF, 06/26/2009, 10/08/2008
HB088429,HILLSBORO,AVAMERE AT HILLSBORO,RCF, 09/29/2008, 08/06/2008
HB088440,HILLSBORO,AVAMERE AT HILLSBORO,RCF, 09/29/2008, 08/04/2008
HB087490,HILLSBORO,AVAMERE AT HILLSBORO,RCF, 05/21/2008, 04/24/2008
HB087011,HILLSBORO,AVAMERE AT HILLSBORO,RCF, 03/12/2008, 02/16/2008
HB086510A,HILLSBORO,AVAMERE AT HILLSBORO,RCF, 03/07/2008, 12/29/2007
HB153576,HILLSBORO,AVAMERE AT HILLSBORO,RCF, 08/01/2006, 02/23/2005
HB153550B,HILLSBORO,AVAMERE AT HILLSBORO,RCF, 04/11/2005, 01/04/2005
MM168785,NEWBERG,AVAMERE AT NEWBERG,RCF, 02/07/2017, 11/30/2016
MM168494,NEWBERG,AVAMERE AT NEWBERG,RCF, 02/07/2017, 11/11/2016
MM167542,NEWBERG,AVAMERE AT NEWBERG,RCF, 10/13/2016, 09/14/2016
MM167246,NEWBERG,AVAMERE AT NEWBERG,RCF, 11/10/2016, 08/21/2016
MM150447,NEWBERG,AVAMERE AT NEWBERG,RCF, 04/21/2015, 03/03/2015
MM148441,NEWBERG,AVAMERE AT NEWBERG,RCF, 10/01/2014, 08/29/2014
MM120509,NEWBERG,AVAMERE AT NEWBERG,RCF, 09/25/2012, 06/27/2012
MM105960,NEWBERG,AVAMERE AT NEWBERG,RCF, 01/28/2011, 11/08/2010
MM104279,NEWBERG,AVAMERE AT NEWBERG,RCF, 06/24/2010, 04/22/2010
MM103935,NEWBERG,AVAMERE AT NEWBERG,RCF, 06/04/2010, 03/31/2010
CO05061,NEWBERG,AVAMERE AT NEWBERG,RCF, 08/10/2005, 07/25/2005
MC043720A,NEWBERG,AVAMERE AT NEWBERG,RCF, 01/24/2005, 12/13/2004
BH179658,SANDY,AVAMERE AT SANDY,RCF, 03/13/2017, 01/31/2017
BH153514,SANDY,AVAMERE AT SANDY,RCF, 12/02/2015, 03/13/2015
BF103979,SANDY,AVAMERE AT SANDY,RCF, 04/15/2010, 07/08/2009
CK088274,SANDY,AVAMERE AT SANDY,RCF, 08/13/2008, 04/16/2008
CO07019,SANDY,AVAMERE AT SANDY,RCF, 03/12/2007, 02/27/2007
CK050177,SANDY,AVAMERE AT SANDY,RCF, 06/17/2005, 05/22/2005
CK040298B,SANDY,AVAMERE AT SANDY,RCF, 09/27/2004, 07/08/2004
CK030077,SANDY,AVAMERE AT SANDY,RCF, 06/06/2003, 02/21/2003
AS168938,SEASIDE,AVAMERE AT SEASIDE RESIDENTIAL CARE FACILITY,RCF, 02/02/2017, 12/12/2016
AS165885,SEASIDE,AVAMERE AT SEASIDE RESIDENTIAL CARE FACILITY,RCF, 08/08/2016, 05/19/2016
HB150443,SHERWOOD,AVAMERE AT SHERWOOD,RCF, 04/22/2015, 02/25/2015
HB148066,SHERWOOD,AVAMERE AT SHERWOOD,RCF, 10/17/2014, 08/08/2014
HB148382,SHERWOOD,AVAMERE AT SHERWOOD,RCF, 10/28/2014, 09/03/2013
HB091144,SHERWOOD,AVAMERE AT SHERWOOD,RCF, 07/23/2009, 05/26/2009
HB103022,SHERWOOD,AVAMERE AT SHERWOOD,RCF, 03/04/2010, 01/04/2009
HB087464,SHERWOOD,AVAMERE AT SHERWOOD,RCF, 05/21/2008, 04/22/2008
HB075701,SHERWOOD,AVAMERE AT SHERWOOD,RCF, 11/30/2007, 09/30/2007
HB061932,SHERWOOD,AVAMERE AT SHERWOOD,RCF, 07/21/2006, 06/01/2006
HB143404,SHERWOOD,AVAMERE AT SHERWOOD,RCF, 08/15/2006, 06/23/2004
HB143383,SHERWOOD,AVAMERE AT SHERWOOD,RCF, 08/09/2006, 05/12/2004
ST169015,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 01/31/2017, 12/28/2016
ST167265,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 12/05/2016, 08/25/2016
ST166883,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 09/27/2016, 07/31/2016
ST165915,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 07/13/2016, 05/22/2016
ST152410,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 10/13/2015, 08/04/2015
ST150996,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 06/23/2015, 04/18/2015
ST150920,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 06/23/2015, 04/13/2015
ST149742,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 02/09/2015, 12/31/2014
ST148859,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 12/18/2014, 09/26/2014
ST146285,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 05/19/2014, 03/05/2014
ST145644,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 03/12/2014, 01/09/2014
ST134939,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 01/20/2014, 11/03/2013
ST134674,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 12/23/2013, 10/09/2013
ST134398,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 11/18/2013, 09/10/2013
ST134300,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 11/06/2013, 08/31/2013
ST133995,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 10/07/2013, 07/31/2013
ST133949,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 09/30/2013, 07/27/2013
ST133090,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 07/22/2013, 04/28/2013
ST121749,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 01/23/2013, 11/29/2012
ST121221B,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 12/12/2012, 10/02/2012
ST121070,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 11/15/2012, 09/12/2012
ST121000,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 10/30/2012, 09/01/2012
ST121050,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 11/15/2012, 08/04/2012
ST129312,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 05/08/2012, 02/14/2012
ST118611,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 02/09/2012, 12/02/2011
ST118204B,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 12/27/2011, 09/29/2011
ST117375,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 08/01/2011, 04/30/2011
ST116036,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 03/01/2011, 12/25/2010
ST105610,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 12/28/2010, 10/29/2010
ST105610,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 12/28/2010, 10/29/2010
ST105181,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 11/02/2010, 09/02/2010
ST105201,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 11/08/2010, 07/30/2010
ST103700,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 05/06/2010, 03/02/2010
ST092619,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 01/08/2010, 11/04/2009
ST090168,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 04/09/2009, 02/04/2009
ST089751,ST. HELENS,AVAMERE AT ST. HELENS,RCF, 01/23/2009, 12/28/2008
