abuse_number,city_name,fac_type,inv_comp_date,online_fac_name,online_incident_date
KF159960,KLAMATH FALLS,RCF, 04/14/2015,ASHLEY MANOR - HOMEDALE, 01/17/2015
CO14106,KLAMATH FALLS,RCF, 04/29/2014,ASHLEY MANOR - HOMEDALE, 04/29/2014
KF087814A,KLAMATH FALLS,RCF, 07/28/2008,ASHLEY MANOR - HOMEDALE, 05/29/2008
KF087814C,KLAMATH FALLS,RCF, 07/28/2008,ASHLEY MANOR - HOMEDALE, 05/29/2008
KF061688,KLAMATH FALLS,RCF, 06/19/2006,ASHLEY MANOR - HOMEDALE, 04/30/2006
KL51443,KLAMATH FALLS,RCF, 11/28/2005,ASHLEY MANOR - HOMEDALE, 09/26/2005
CO05060,KLAMATH FALLS,RCF, 08/04/2005,ASHLEY MANOR - HOMEDALE, 07/11/2005
KL51420,KLAMATH FALLS,RCF, 08/19/2005,ASHLEY MANOR - HOMEDALE, 06/03/2005
KL51396B,KLAMATH FALLS,RCF, 07/11/2005,ASHLEY MANOR - HOMEDALE, 05/12/2005
BA092601,BAKER CITY,RCF, 11/23/2009,ASHLEY MANOR - LUND LANE, 09/19/2009
BA088746,BAKER CITY,RCF, 11/10/2008,ASHLEY MANOR - LUND LANE, 07/18/2008
BC41339,BAKER CITY,RCF, 06/21/2004,ASHLEY MANOR - LUND LANE, 03/09/2004
RD087135,PRINEVILLE,RCF, 03/31/2008,ASHLEY MANOR - MEADOW LAKES, 01/31/2008
RD086701,PRINEVILLE,RCF, 02/08/2008,ASHLEY MANOR - MEADOW LAKES, 01/03/2008
RD076426A,PRINEVILLE,RCF, 01/23/2008,ASHLEY MANOR - MEADOW LAKES, 11/14/2007
RD062889A,PRINEVILLE,RCF, 02/23/2007,ASHLEY MANOR - MEADOW LAKES, 08/03/2006
RD062889B,PRINEVILLE,RCF, 02/23/2007,ASHLEY MANOR - MEADOW LAKES, 08/03/2006
RD52346,PRINEVILLE,RCF, 11/17/2005,ASHLEY MANOR - MEADOW LAKES, 09/28/2005
RD153000,MADRAS,RCF, 10/26/2015,ASHLEY MANOR - OAK, 09/24/2015
CO14044,MADRAS,RCF, 01/22/2014,ASHLEY MANOR - OAK, 01/22/2014
RD103778,MADRAS,RCF, 04/06/2010,ASHLEY MANOR - OAK, 02/11/2010
DL147454,HOOD RIVER,RCF, 09/03/2014,ASHLEY MANOR - PACIFIC HEIGHTS, 06/18/2014
DL129671,HOOD RIVER,RCF, 06/11/2012,ASHLEY MANOR - PACIFIC HEIGHTS, 10/01/2011
DL086599A,HOOD RIVER,RCF, 03/17/2008,ASHLEY MANOR - PACIFIC HEIGHTS, 01/11/2008
CO06065,HOOD RIVER,RCF, 10/30/2006,ASHLEY MANOR - PACIFIC HEIGHTS, 10/24/2006
DL062678A,HOOD RIVER,RCF, 11/21/2006,ASHLEY MANOR - PACIFIC HEIGHTS, 09/22/2006
DL062634A,HOOD RIVER,RCF, 10/05/2006,ASHLEY MANOR - PACIFIC HEIGHTS, 09/14/2006
DL062071,HOOD RIVER,RCF, 10/04/2006,ASHLEY MANOR - PACIFIC HEIGHTS, 06/18/2006
RD150414B,REDMOND,RCF, 03/24/2015,ASHLEY MANOR - RIMROCK, 01/15/2015
RD120110,REDMOND,RCF, 06/26/2012,ASHLEY MANOR - RIMROCK, 04/19/2012
RD120110,REDMOND,RCF, 06/26/2012,ASHLEY MANOR - RIMROCK, 04/19/2012
RD129361B,REDMOND,RCF, 05/15/2012,ASHLEY MANOR - RIMROCK, 02/08/2012
RD116445,REDMOND,RCF, 05/12/2011,ASHLEY MANOR - RIMROCK, 01/27/2011
RD090000A,REDMOND,RCF, 02/13/2009,ASHLEY MANOR - RIMROCK, 12/25/2008
RD090000B,REDMOND,RCF, 02/13/2009,ASHLEY MANOR - RIMROCK, 12/25/2008
RD087629C,REDMOND,RCF, 05/29/2008,ASHLEY MANOR - RIMROCK, 03/06/2008
CO16251,ROSEBURG,RCF, 08/18/2016,ASHLEY MANOR - ROSEBURG, 07/14/2016
RB148617D,ROSEBURG,RCF, 11/14/2014,ASHLEY MANOR - ROSEBURG, 09/12/2014
RB148520,ROSEBURG,RCF, 10/15/2014,ASHLEY MANOR - ROSEBURG, 09/07/2014
RB148051B,ROSEBURG,RCF, 11/19/2014,ASHLEY MANOR - ROSEBURG, 08/04/2014
RB135428,ROSEBURG,RCF, 02/20/2014,ASHLEY MANOR - ROSEBURG, 12/15/2013
RB135405,ROSEBURG,RCF, 01/30/2014,ASHLEY MANOR - ROSEBURG, 12/07/2013
RB133344,ROSEBURG,RCF, 08/09/2013,ASHLEY MANOR - ROSEBURG, 05/28/2013
RB132324,ROSEBURG,RCF, 03/19/2013,ASHLEY MANOR - ROSEBURG, 02/01/2013
RB132185,ROSEBURG,RCF, 03/19/2013,ASHLEY MANOR - ROSEBURG, 01/15/2013
RB132191A,ROSEBURG,RCF, 03/22/2013,ASHLEY MANOR - ROSEBURG, 01/15/2013
RB132077,ROSEBURG,RCF, 03/20/2013,ASHLEY MANOR - ROSEBURG, 01/07/2013
RB132056,ROSEBURG,RCF, 02/28/2013,ASHLEY MANOR - ROSEBURG, 01/02/2013
RB121958A,ROSEBURG,RCF, 03/18/2013,ASHLEY MANOR - ROSEBURG, 12/21/2012
RB121931,ROSEBURG,RCF, 02/05/2013,ASHLEY MANOR - ROSEBURG, 12/18/2012
RB121953,ROSEBURG,RCF, 03/07/2013,ASHLEY MANOR - ROSEBURG, 12/16/2012
RB121879,ROSEBURG,RCF, 02/12/2013,ASHLEY MANOR - ROSEBURG, 12/12/2012
CO13001,ROSEBURG,RCF, 12/05/2012,ASHLEY MANOR - ROSEBURG, 12/05/2012
RB121761,ROSEBURG,RCF, 01/23/2013,ASHLEY MANOR - ROSEBURG, 11/27/2012
RB121362,ROSEBURG,RCF, 11/19/2012,ASHLEY MANOR - ROSEBURG, 10/12/2012
RB120727,ROSEBURG,RCF, 08/29/2012,ASHLEY MANOR - ROSEBURG, 07/27/2012
RB120447A,ROSEBURG,RCF, 08/29/2012,ASHLEY MANOR - ROSEBURG, 06/24/2012
RB116977,ROSEBURG,RCF, 07/12/2011,ASHLEY MANOR - ROSEBURG, 05/09/2011
RB104412A,ROSEBURG,RCF, 07/23/2010,ASHLEY MANOR - ROSEBURG, 05/27/2010
RB103833,ROSEBURG,RCF, 04/27/2010,ASHLEY MANOR - ROSEBURG, 03/22/2010
RB103570,ROSEBURG,RCF, 03/16/2010,ASHLEY MANOR - ROSEBURG, 02/17/2010
RB103285,ROSEBURG,RCF, 03/11/2010,ASHLEY MANOR - ROSEBURG, 01/24/2010
RB103215,ROSEBURG,RCF, 02/02/2010,ASHLEY MANOR - ROSEBURG, 01/10/2010
RB092761,ROSEBURG,RCF, 01/20/2010,ASHLEY MANOR - ROSEBURG, 11/27/2009
RB092379,ROSEBURG,RCF, 11/10/2009,ASHLEY MANOR - ROSEBURG, 10/18/2009
RB092224,ROSEBURG,RCF, 10/28/2009,ASHLEY MANOR - ROSEBURG, 09/22/2009
RB092141,ROSEBURG,RCF, 11/10/2009,ASHLEY MANOR - ROSEBURG, 09/19/2009
RB091807,ROSEBURG,RCF, 08/25/2009,ASHLEY MANOR - ROSEBURG, 08/02/2009
RB089741,ROSEBURG,RCF, 02/17/2009,ASHLEY MANOR - ROSEBURG, 12/29/2008
RB088870,ROSEBURG,RCF, 11/19/2008,ASHLEY MANOR - ROSEBURG, 09/05/2008
RB074779A,ROSEBURG,RCF, 07/02/2007,ASHLEY MANOR - ROSEBURG, 05/22/2007
RB074779B,ROSEBURG,RCF, 07/02/2007,ASHLEY MANOR - ROSEBURG, 05/22/2007
RB074482,ROSEBURG,RCF, 07/02/2007,ASHLEY MANOR - ROSEBURG, 04/30/2007
PT168048,HERMISTON,RCF, 11/09/2016,ASHLEY MANOR - SAGE, 09/02/2016
HM166880,HERMISTON,RCF, 08/29/2016,ASHLEY MANOR - SAGE, 06/19/2016
HM166674,HERMISTON,RCF, 08/01/2016,ASHLEY MANOR - SAGE, 05/18/2016
HM166252,HERMISTON,RCF, 07/12/2016,ASHLEY MANOR - SAGE, 04/29/2016
HM166197,HERMISTON,RCF, 07/21/2016,ASHLEY MANOR - SAGE, 04/19/2016
HM166265,HERMISTON,RCF, 07/12/2016,ASHLEY MANOR - SAGE, 03/11/2016
HM164994,HERMISTON,RCF, 04/29/2016,ASHLEY MANOR - SAGE, 03/02/2016
HM151887,HERMISTON,RCF, 09/09/2015,ASHLEY MANOR - SAGE, 07/05/2015
HM150471,HERMISTON,RCF, 04/08/2015,ASHLEY MANOR - SAGE, 02/20/2015
HM159811,HERMISTON,RCF, 02/06/2015,ASHLEY MANOR - SAGE, 12/08/2014
HM149618,HERMISTON,RCF, 01/07/2015,ASHLEY MANOR - SAGE, 11/22/2014
HM149017,HERMISTON,RCF, 12/11/2014,ASHLEY MANOR - SAGE, 10/18/2014
HM147471,HERMISTON,RCF, 07/10/2014,ASHLEY MANOR - SAGE, 05/24/2014
HM146656,HERMISTON,RCF, 05/09/2014,ASHLEY MANOR - SAGE, 03/01/2014
HM146104,HERMISTON,RCF, 03/10/2014,ASHLEY MANOR - SAGE, 01/24/2014
HM146070,HERMISTON,RCF, 02/25/2014,ASHLEY MANOR - SAGE, 01/22/2014
HM134652,HERMISTON,RCF, 10/31/2013,ASHLEY MANOR - SAGE, 09/13/2013
HM133349,HERMISTON,RCF, 06/20/2013,ASHLEY MANOR - SAGE, 05/09/2013
PT132913,HERMISTON,RCF, 05/03/2013,ASHLEY MANOR - SAGE, 03/21/2013
HM121516,HERMISTON,RCF, 11/28/2012,ASHLEY MANOR - SAGE, 09/26/2012
HM129158,HERMISTON,RCF, 02/27/2012,ASHLEY MANOR - SAGE, 01/12/2012
HM129117,HERMISTON,RCF, 02/22/2012,ASHLEY MANOR - SAGE, 01/08/2012
HM128941,HERMISTON,RCF, 02/16/2012,ASHLEY MANOR - SAGE, 12/26/2011
HM118812,HERMISTON,RCF, 01/24/2012,ASHLEY MANOR - SAGE, 12/13/2011
HM116715,HERMISTON,RCF, 05/24/2011,ASHLEY MANOR - SAGE, 03/30/2011
HM104396,HERMISTON,RCF, 06/04/2010,ASHLEY MANOR - SAGE, 04/23/2010
HM103641,HERMISTON,RCF, 03/18/2010,ASHLEY MANOR - SAGE, 02/25/2010
HM103318,HERMISTON,RCF, 02/16/2010,ASHLEY MANOR - SAGE, 01/17/2010
HM089430,HERMISTON,RCF, 03/12/2009,ASHLEY MANOR - SAGE, 11/02/2008
HM086828,HERMISTON,RCF, 03/10/2008,ASHLEY MANOR - SAGE, 01/06/2008
HM074770B,HERMISTON,RCF, 08/03/2007,ASHLEY MANOR - SAGE, 05/31/2007
HM51075,HERMISTON,RCF, 10/20/2005,ASHLEY MANOR - SAGE, 08/27/2005
HM51101,HERMISTON,RCF, 12/15/2005,ASHLEY MANOR - SAGE, 02/23/2005
BR164714,BURNS,RCF, 09/30/2016,ASHLEY MANOR - SHASTA, 02/17/2016
BR153779,BURNS,RCF, 03/18/2016,ASHLEY MANOR - SHASTA, 11/04/2015
BR153546,BURNS,RCF, 02/24/2016,ASHLEY MANOR - SHASTA, 10/28/2015
CO15250,BURNS,RCF, 10/28/2015,ASHLEY MANOR - SHASTA, 10/28/2015
BR153549,BURNS,RCF, 12/30/2015,ASHLEY MANOR - SHASTA, 10/26/2015
BR152951,BURNS,RCF, 10/22/2015,ASHLEY MANOR - SHASTA, 09/18/2015
BR153092,BURNS,RCF, 11/20/2015,ASHLEY MANOR - SHASTA, 09/18/2015
BR153539,BURNS,RCF, 02/24/2016,ASHLEY MANOR - SHASTA, 09/18/2015
BR153540,BURNS,RCF, 01/22/2016,ASHLEY MANOR - SHASTA, 09/18/2015
BR153425,BURNS,RCF, 12/11/2015,ASHLEY MANOR - SHASTA, 09/17/2015
BR153205,BURNS,RCF, 12/11/2015,ASHLEY MANOR - SHASTA, 09/16/2015
BR153541,BURNS,RCF, 01/07/2016,ASHLEY MANOR - SHASTA, 09/16/2015
BR153191,BURNS,RCF, 12/11/2015,ASHLEY MANOR - SHASTA, 08/17/2015
BR121563,BURNS,RCF, 08/07/2013,ASHLEY MANOR - SHASTA, 06/14/2012
CO10039,ONTARIO,RCF, 05/28/2010,ASHLEY MANOR - WELL SPRINGS, 05/17/2010
OT51829C,ONTARIO,RCF, 08/17/2006,ASHLEY MANOR - WELL SPRINGS, 11/28/2005
BO167715,BEND,RCF, 11/28/2016,ASPEN RIDGE MEMORY CARE, 09/22/2016
BO167498,BEND,RCF, 10/24/2016,ASPEN RIDGE MEMORY CARE, 09/07/2016
BO168079,BEND,RCF, 11/09/2016,ASPEN RIDGE MEMORY CARE, 08/30/2016
BO168075,BEND,RCF, 11/09/2016,ASPEN RIDGE MEMORY CARE, 08/26/2016
BO167054,BEND,RCF, 10/14/2016,ASPEN RIDGE MEMORY CARE, 08/05/2016
BO167919,BEND,RCF, 10/25/2016,ASPEN RIDGE MEMORY CARE, 07/31/2016
BO166975A,BEND,RCF, 10/14/2016,ASPEN RIDGE MEMORY CARE, 07/29/2016
BO166975B,BEND,RCF, 10/14/2016,ASPEN RIDGE MEMORY CARE, 07/29/2016
BO167346,BEND,RCF, 10/06/2016,ASPEN RIDGE MEMORY CARE, 07/23/2016
BO166321,BEND,RCF, 09/29/2016,ASPEN RIDGE MEMORY CARE, 06/11/2016
BO167224,BEND,RCF, 09/13/2016,ASPEN RIDGE MEMORY CARE, 06/10/2016
BO166319B,BEND,RCF, 09/29/2016,ASPEN RIDGE MEMORY CARE, 06/02/2016
BO164544,BEND,RCF, 03/01/2016,ASPEN RIDGE MEMORY CARE, 12/24/2015
RD154029,BEND,RCF, 01/18/2016,ASPEN RIDGE MEMORY CARE, 12/17/2015
BO164487,BEND,RCF, 03/01/2016,ASPEN RIDGE MEMORY CARE, 12/07/2015
RD153258,BEND,RCF, 11/23/2015,ASPEN RIDGE MEMORY CARE, 10/20/2015
CO15157,BEND,RCF, 08/11/2015,ASPEN RIDGE MEMORY CARE, 08/11/2015
RD152490,BEND,RCF, 09/09/2015,ASPEN RIDGE MEMORY CARE, 08/05/2015
RD152297A,BEND,RCF, 09/01/2015,ASPEN RIDGE MEMORY CARE, 06/28/2015
RD152628,BEND,RCF, 10/06/2015,ASPEN RIDGE MEMORY CARE, 05/21/2015
RD151448A,BEND,RCF, 06/22/2015,ASPEN RIDGE MEMORY CARE, 05/13/2015
RD150919,BEND,RCF, 05/20/2015,ASPEN RIDGE MEMORY CARE, 03/29/2015
RD150711,BEND,RCF, 04/10/2015,ASPEN RIDGE MEMORY CARE, 03/01/2015
RD147657,BEND,RCF, 08/29/2014,ASPEN RIDGE MEMORY CARE, 06/28/2014
RD147598,BEND,RCF, 07/29/2014,ASPEN RIDGE MEMORY CARE, 05/15/2014
BO147436,BEND,RCF, 07/09/2014,ASPEN RIDGE MEMORY CARE, 05/01/2014
RD146960C,BEND,RCF, 06/25/2014,ASPEN RIDGE MEMORY CARE, 04/01/2014
RD146780,BEND,RCF, 05/15/2014,ASPEN RIDGE MEMORY CARE, 03/25/2014
RD135025,BEND,RCF, 11/26/2013,ASPEN RIDGE MEMORY CARE, 09/10/2013
RD135207,BEND,RCF, 01/27/2014,ASPEN RIDGE MEMORY CARE, 08/14/2013
RD133375,BEND,RCF, 08/09/2013,ASPEN RIDGE MEMORY CARE, 05/26/2013
RD120948,BEND,RCF, 10/08/2012,ASPEN RIDGE MEMORY CARE, 08/14/2012
DL150016,THE DALLES,RCF, 03/03/2015,"ATRIUM AT FLAGSTONE, THE", 01/21/2015
DL105281,THE DALLES,RCF, 11/15/2012,"ATRIUM AT FLAGSTONE, THE", 09/19/2010
DL104972,THE DALLES,RCF, 10/22/2010,"ATRIUM AT FLAGSTONE, THE", 08/03/2010
DL090500,THE DALLES,RCF, 05/13/2009,"ATRIUM AT FLAGSTONE, THE", 03/10/2009
DL090082,THE DALLES,RCF, 03/31/2009,"ATRIUM AT FLAGSTONE, THE", 01/30/2009
CO09048,THE DALLES,RCF, 02/20/2009,"ATRIUM AT FLAGSTONE, THE", 01/08/2009
DL089380B,THE DALLES,RCF, 01/14/2009,"ATRIUM AT FLAGSTONE, THE", 11/03/2008
DL089198B,THE DALLES,RCF, 12/29/2008,"ATRIUM AT FLAGSTONE, THE", 10/26/2008
CO09021,THE DALLES,RCF, 12/03/2008,"ATRIUM AT FLAGSTONE, THE", 10/24/2008
DL088962B,THE DALLES,RCF, 12/01/2008,"ATRIUM AT FLAGSTONE, THE", 09/28/2008
DL088256,THE DALLES,RCF, 09/02/2008,"ATRIUM AT FLAGSTONE, THE", 07/21/2008
DL088020,THE DALLES,RCF, 08/28/2008,"ATRIUM AT FLAGSTONE, THE", 05/17/2008
DL061726,THE DALLES,RCF, 11/28/2006,"ATRIUM AT FLAGSTONE, THE", 05/08/2006
BH166037,OREGON CITY,RCF, 07/15/2016,"ATRIUM AT MCLOUGHLIN PLACE, THE", 05/01/2016
BH165982,OREGON CITY,RCF, 06/30/2016,"ATRIUM AT MCLOUGHLIN PLACE, THE", 05/01/2016
BH165548,OREGON CITY,RCF, 06/20/2016,"ATRIUM AT MCLOUGHLIN PLACE, THE", 04/13/2016
BH150210,OREGON CITY,RCF, 03/16/2015,"ATRIUM AT MCLOUGHLIN PLACE, THE", 01/02/2015
BH150570,OREGON CITY,RCF, 10/28/2015,"ATRIUM AT MCLOUGHLIN PLACE, THE", 01/01/2015
BH147113,OREGON CITY,RCF, 01/15/2016,"ATRIUM AT MCLOUGHLIN PLACE, THE", 05/05/2014
BH147603,OREGON CITY,RCF, 10/19/2015,"ATRIUM AT MCLOUGHLIN PLACE, THE", 12/30/2013
CO13114,OREGON CITY,RCF, 07/15/2013,"ATRIUM AT MCLOUGHLIN PLACE, THE", 07/02/2013
BH132031,OREGON CITY,RCF, 02/11/2013,"ATRIUM AT MCLOUGHLIN PLACE, THE", 12/26/2012
BH120275,OREGON CITY,RCF, 07/10/2012,"ATRIUM AT MCLOUGHLIN PLACE, THE", 06/08/2012
BH120066,OREGON CITY,RCF, 06/21/2012,"ATRIUM AT MCLOUGHLIN PLACE, THE", 05/01/2012
CO12024,OREGON CITY,RCF, 03/20/2012,"ATRIUM AT MCLOUGHLIN PLACE, THE", 03/15/2012
BH117882,OREGON CITY,RCF, 10/13/2011,"ATRIUM AT MCLOUGHLIN PLACE, THE", 08/13/2011
BH117580,OREGON CITY,RCF, 09/29/2011,"ATRIUM AT MCLOUGHLIN PLACE, THE", 07/18/2011
BH116926,OREGON CITY,RCF, 06/29/2011,"ATRIUM AT MCLOUGHLIN PLACE, THE", 04/28/2011
BF092669,OREGON CITY,RCF, 01/21/2010,"ATRIUM AT MCLOUGHLIN PLACE, THE", 11/07/2009
CK090173B,OREGON CITY,RCF, 03/12/2009,"ATRIUM AT MCLOUGHLIN PLACE, THE", 12/08/2008
CK090096,OREGON CITY,RCF, 03/12/2009,"ATRIUM AT MCLOUGHLIN PLACE, THE", 12/01/2008
CK088651,OREGON CITY,RCF, 10/30/2008,"ATRIUM AT MCLOUGHLIN PLACE, THE", 08/29/2008
CK088320,OREGON CITY,RCF, 11/05/2008,"ATRIUM AT MCLOUGHLIN PLACE, THE", 07/07/2008
GP164217,GRANTS PASS,RCF, 03/29/2016,AUTUMN HOUSE OF GRANTS PASS, 01/08/2016
CO15253,GRANTS PASS,RCF, 11/18/2015,AUTUMN HOUSE OF GRANTS PASS, 11/18/2015
GP116374,GRANTS PASS,RCF, 05/31/2011,AUTUMN HOUSE OF GRANTS PASS, 02/16/2011
HB166430,PORTLAND,RCF, 09/21/2016,AVAMERE AT BETHANY, 06/27/2016
HB153407,PORTLAND,RCF, 12/01/2015,AVAMERE AT BETHANY, 11/02/2015
HB152752,PORTLAND,RCF, 01/26/2016,AVAMERE AT BETHANY, 09/04/2015
HB073528,PORTLAND,RCF, 03/05/2007,AVAMERE AT BETHANY, 01/13/2007
HB153385,HILLSBORO,RCF, 02/24/2016,AVAMERE AT HILLSBORO, 10/30/2015
HB152196,HILLSBORO,RCF, 10/20/2015,AVAMERE AT HILLSBORO, 07/23/2015
HB152074,HILLSBORO,RCF, 10/20/2015,AVAMERE AT HILLSBORO, 01/03/2015
HB134067,HILLSBORO,RCF, 10/18/2013,AVAMERE AT HILLSBORO, 08/06/2013
HB116556B,HILLSBORO,RCF, 06/06/2011,AVAMERE AT HILLSBORO, 03/10/2011
HB090542,HILLSBORO,RCF, 06/26/2009,AVAMERE AT HILLSBORO, 10/08/2008
HB088429,HILLSBORO,RCF, 09/29/2008,AVAMERE AT HILLSBORO, 08/06/2008
HB088440,HILLSBORO,RCF, 09/29/2008,AVAMERE AT HILLSBORO, 08/04/2008
HB087490,HILLSBORO,RCF, 05/21/2008,AVAMERE AT HILLSBORO, 04/24/2008
HB087011,HILLSBORO,RCF, 03/12/2008,AVAMERE AT HILLSBORO, 02/16/2008
HB086510A,HILLSBORO,RCF, 03/07/2008,AVAMERE AT HILLSBORO, 12/29/2007
HB153576,HILLSBORO,RCF, 08/01/2006,AVAMERE AT HILLSBORO, 02/23/2005
HB153550B,HILLSBORO,RCF, 04/11/2005,AVAMERE AT HILLSBORO, 01/04/2005
MM168785,NEWBERG,RCF, 02/07/2017,AVAMERE AT NEWBERG, 11/30/2016
MM168494,NEWBERG,RCF, 02/07/2017,AVAMERE AT NEWBERG, 11/11/2016
MM167542,NEWBERG,RCF, 10/13/2016,AVAMERE AT NEWBERG, 09/14/2016
MM167246,NEWBERG,RCF, 11/10/2016,AVAMERE AT NEWBERG, 08/21/2016
MM150447,NEWBERG,RCF, 04/21/2015,AVAMERE AT NEWBERG, 03/03/2015
MM148441,NEWBERG,RCF, 10/01/2014,AVAMERE AT NEWBERG, 08/29/2014
MM120509,NEWBERG,RCF, 09/25/2012,AVAMERE AT NEWBERG, 06/27/2012
MM105960,NEWBERG,RCF, 01/28/2011,AVAMERE AT NEWBERG, 11/08/2010
MM104279,NEWBERG,RCF, 06/24/2010,AVAMERE AT NEWBERG, 04/22/2010
MM103935,NEWBERG,RCF, 06/04/2010,AVAMERE AT NEWBERG, 03/31/2010
CO05061,NEWBERG,RCF, 08/10/2005,AVAMERE AT NEWBERG, 07/25/2005
MC043720A,NEWBERG,RCF, 01/24/2005,AVAMERE AT NEWBERG, 12/13/2004
BH179658,SANDY,RCF, 03/13/2017,AVAMERE AT SANDY, 01/31/2017
BH153514,SANDY,RCF, 12/02/2015,AVAMERE AT SANDY, 03/13/2015
BF103979,SANDY,RCF, 04/15/2010,AVAMERE AT SANDY, 07/08/2009
CK088274,SANDY,RCF, 08/13/2008,AVAMERE AT SANDY, 04/16/2008
CO07019,SANDY,RCF, 03/12/2007,AVAMERE AT SANDY, 02/27/2007
CK050177,SANDY,RCF, 06/17/2005,AVAMERE AT SANDY, 05/22/2005
CK040298B,SANDY,RCF, 09/27/2004,AVAMERE AT SANDY, 07/08/2004
CK030077,SANDY,RCF, 06/06/2003,AVAMERE AT SANDY, 02/21/2003
AS168938,SEASIDE,RCF, 02/02/2017,AVAMERE AT SEASIDE RESIDENTIAL CARE FACILITY, 12/12/2016
AS165885,SEASIDE,RCF, 08/08/2016,AVAMERE AT SEASIDE RESIDENTIAL CARE FACILITY, 05/19/2016
HB150443,SHERWOOD,RCF, 04/22/2015,AVAMERE AT SHERWOOD, 02/25/2015
HB148066,SHERWOOD,RCF, 10/17/2014,AVAMERE AT SHERWOOD, 08/08/2014
HB148382,SHERWOOD,RCF, 10/28/2014,AVAMERE AT SHERWOOD, 09/03/2013
HB091144,SHERWOOD,RCF, 07/23/2009,AVAMERE AT SHERWOOD, 05/26/2009
HB103022,SHERWOOD,RCF, 03/04/2010,AVAMERE AT SHERWOOD, 01/04/2009
HB087464,SHERWOOD,RCF, 05/21/2008,AVAMERE AT SHERWOOD, 04/22/2008
HB075701,SHERWOOD,RCF, 11/30/2007,AVAMERE AT SHERWOOD, 09/30/2007
HB061932,SHERWOOD,RCF, 07/21/2006,AVAMERE AT SHERWOOD, 06/01/2006
HB143404,SHERWOOD,RCF, 08/15/2006,AVAMERE AT SHERWOOD, 06/23/2004
HB143383,SHERWOOD,RCF, 08/09/2006,AVAMERE AT SHERWOOD, 05/12/2004
ST169015,ST. HELENS,RCF, 01/31/2017,AVAMERE AT ST. HELENS, 12/28/2016
ST167265,ST. HELENS,RCF, 12/05/2016,AVAMERE AT ST. HELENS, 08/25/2016
ST166883,ST. HELENS,RCF, 09/27/2016,AVAMERE AT ST. HELENS, 07/31/2016
ST165915,ST. HELENS,RCF, 07/13/2016,AVAMERE AT ST. HELENS, 05/22/2016
ST152410,ST. HELENS,RCF, 10/13/2015,AVAMERE AT ST. HELENS, 08/04/2015
ST150996,ST. HELENS,RCF, 06/23/2015,AVAMERE AT ST. HELENS, 04/18/2015
ST150920,ST. HELENS,RCF, 06/23/2015,AVAMERE AT ST. HELENS, 04/13/2015
ST149742,ST. HELENS,RCF, 02/09/2015,AVAMERE AT ST. HELENS, 12/31/2014
ST148859,ST. HELENS,RCF, 12/18/2014,AVAMERE AT ST. HELENS, 09/26/2014
ST146285,ST. HELENS,RCF, 05/19/2014,AVAMERE AT ST. HELENS, 03/05/2014
ST145644,ST. HELENS,RCF, 03/12/2014,AVAMERE AT ST. HELENS, 01/09/2014
ST134939,ST. HELENS,RCF, 01/20/2014,AVAMERE AT ST. HELENS, 11/03/2013
ST134674,ST. HELENS,RCF, 12/23/2013,AVAMERE AT ST. HELENS, 10/09/2013
ST134398,ST. HELENS,RCF, 11/18/2013,AVAMERE AT ST. HELENS, 09/10/2013
ST134300,ST. HELENS,RCF, 11/06/2013,AVAMERE AT ST. HELENS, 08/31/2013
ST133995,ST. HELENS,RCF, 10/07/2013,AVAMERE AT ST. HELENS, 07/31/2013
ST133949,ST. HELENS,RCF, 09/30/2013,AVAMERE AT ST. HELENS, 07/27/2013
ST133090,ST. HELENS,RCF, 07/22/2013,AVAMERE AT ST. HELENS, 04/28/2013
ST121749,ST. HELENS,RCF, 01/23/2013,AVAMERE AT ST. HELENS, 11/29/2012
ST121221B,ST. HELENS,RCF, 12/12/2012,AVAMERE AT ST. HELENS, 10/02/2012
ST121070,ST. HELENS,RCF, 11/15/2012,AVAMERE AT ST. HELENS, 09/12/2012
ST121000,ST. HELENS,RCF, 10/30/2012,AVAMERE AT ST. HELENS, 09/01/2012
ST121050,ST. HELENS,RCF, 11/15/2012,AVAMERE AT ST. HELENS, 08/04/2012
ST129312,ST. HELENS,RCF, 05/08/2012,AVAMERE AT ST. HELENS, 02/14/2012
ST118611,ST. HELENS,RCF, 02/09/2012,AVAMERE AT ST. HELENS, 12/02/2011
ST118204B,ST. HELENS,RCF, 12/27/2011,AVAMERE AT ST. HELENS, 09/29/2011
ST117375,ST. HELENS,RCF, 08/01/2011,AVAMERE AT ST. HELENS, 04/30/2011
ST116036,ST. HELENS,RCF, 03/01/2011,AVAMERE AT ST. HELENS, 12/25/2010
ST105610,ST. HELENS,RCF, 12/28/2010,AVAMERE AT ST. HELENS, 10/29/2010
ST105610,ST. HELENS,RCF, 12/28/2010,AVAMERE AT ST. HELENS, 10/29/2010
ST105181,ST. HELENS,RCF, 11/02/2010,AVAMERE AT ST. HELENS, 09/02/2010
ST105201,ST. HELENS,RCF, 11/08/2010,AVAMERE AT ST. HELENS, 07/30/2010
ST103700,ST. HELENS,RCF, 05/06/2010,AVAMERE AT ST. HELENS, 03/02/2010
ST092619,ST. HELENS,RCF, 01/08/2010,AVAMERE AT ST. HELENS, 11/04/2009
ST090168,ST. HELENS,RCF, 04/09/2009,AVAMERE AT ST. HELENS, 02/04/2009
ST089751,ST. HELENS,RCF, 01/23/2009,AVAMERE AT ST. HELENS, 12/28/2008
