Facility ID,FAC_CCMUNumber,FACID,FAC_Type,FAC_Capacity,Facility Name,Facility Address,"City, State, Zip",Other Service,County,Owner,Operator
70M072,70M072,70M072,ALF,60,Parkland Village Retirement Community,3121 NE Cumulus Avenue,"McMinnville, OR 97128",,(503) 434-5190,"Cascade Living Group - Oregon, LLC","Cascade Living Group, Inc."
70M073,70M073,70A073,ALF,115,Powell Valley Assisted Living Community,4001 SE 182nd Ave,"Gresham, OR 97030",,(503) 661-8720,PVALC-LLC,"Care Wise Management, Inc."
70M074,70M074,70M074,ALF,137,Quail Run Assisted Living,2525 47th Ave SE,"Albany, OR 97321",,(541) 917-1393,"Mennonite Home Of Albany, Inc.","Mennonite Home Of Albany, Inc."
70M075,70M075,70A075,ALF,29,Rackleff Place,655 SW 13th Ave,"Canby, OR 97013",,(503) 266-9556,"Canby ALF, Inc.","Concepts in Community Living, Inc."
70M076,70M076,70A076,ALF,95,Redwood Heights Retirement & Assisted Living Community,4050 12th St Cutoff  SE,"Salem, OR 97302",,(503) 361-2237,"ARHC RHSALOR01 TRS, LLC","FM Redwood Heights, LLC"
70M077,70M077,70M077,ALF,118,Regency Park Assisted Living,8300 SW Barnes Rd,"Portland, OR 97225",,(503) 292-8409,Regency Park Apartments Ltd Part.,"Regency Park Management, LLC"
70M078,70M078,70A078,ALF,56,Brookdale River Road,592 Bever Dr NE,"Keizer, OR 97303",,(503) 304-3090,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
70M079,70M079,70M079,ALF,40,Guardian Angel Homes,540 NW 12th St,"Hermiston, OR 97838",,(541) 564-8178,"Hermiston Senior Care, LLC","Tailored Management Services, LLC"
70M080,70M080,70M080,ALF,180,Rose Schnitzer Manor,6140 SW Boundary St,"Portland, OR 97221",,(503) 535-4214,Robison Jewish Home,Robison Jewish Home
70M081,70M081,70M081,ALF,95,Rosewood Park Retirement & Assisted Living Residence,2405 SE Century Blvd.,"Hillsboro, OR 97123",,(503) 642-1480,"Rosewood Investors Group, L.L.C.","Rosewood ALF, LLC"
70M082,70M082,70M082,ALF,56,River Run Place,1155 Darlene Lane,"Eugene, OR 97401",,(541) 338-0387,"River Run AID OPCO, LLC","River Run AID OPCO, LLC"
70M084,70M084,70M084,ALF,41,Silver Creek Assisted Living Facility,703 Evergreen Rd,"Woodburn, OR 97071",,(503) 982-0172,"FC Ranger OPS Silver Creek (OR), LLC","Silver Creek Care Properties, LLC"
70M085,70M085,70M085,ALF,87,Skylark Assisted Living,900 Skylark Pl,"Ashland, OR 97520",,(541) 552-1058,"Ashland Assisted Living, LLC","Mission Senior Living, LLC"
70M087,70M087,70M087,ALF,44,Spring Meadows Assisted Living Facility,36070 Pittsburg Rd,"St Helens, OR 97051",,(503) 397-2116,Elderserv,"Concepts in Community Living, Inc."
70M088,70M088,70M088,ALF,63,Spring Valley Assisted Living,770 Harlow Rd,"Springfield, OR 97477",,(541) 744-0103,"Cascade Living Group - Oregon, LLC","Cascade Living Group, Inc."
70M089,70M089,70M089,ALF,72,Spruce Point Assisted Living,375 9th St,"Florence, OR 97439",,(541) 997-5747,"Spruce Point, Inc.",Prestige Care Inc.
70M091,70M091,70M091,ALF,38,Summit Springs Village,133 S Church Street - PO Bx 687,"Condon, OR 97823",,(541) 384-2102,Summit Springs Village Corporation,Summit Springs Village Corporation
70M092,70M092,70M092,ALF,90,Suzanne Elise Assisted Living Facility,101 Forest Drive,"Seaside, OR 97138",,(503) 717-8102,"Forest Drive Operations, LLC","Forest Drive Operations, LLC"
70M093,70M093,70M093,ALF,72,Tanner Spring Assisted Living,23000 Horizon Dr,"West Linn, OR 97068",,(503) 655-4175,Sequoia Heights Capital Partners,"TS Management, LLC"
70M094,70M094,70M094,ALF,87,"Fountains At Town Center Village, The",8607 SE Causey Ave,"Happy Valley, OR 97086",,(503) 786-1232,"TCV Employees, LLC","Generations, LLC"
70M095,70M095,70A095,ALF,70,"Oaks At Lebanon, The",621 West Oak,"Lebanon, OR 97355",,(541) 258-7255,"FM Oaks, LLC","Frontier Management, LLC"
70M096,70M096,70M096,ALF,88,Regency Village at Bend,127 SE Wilson Ave,"Bend, OR 97702",,(541) 330-0121,"BD Bend I, LLC","Regency Pacific Management, LLC"
70M098,70M098,70M098,ALF,42,Valley View Assisted Living,112 Valley View Dr,"John Day, OR 97845",,(541) 575-2366,"Valley View Investors, LLC","Ageia Health Services, LLC"
70M099,70M099,70A099,ALF,92,Marquis Hope Village ALF,1589 S Ivy,"Canby, OR 97013",,(503) 266-6725,"Marquis Companies I, Inc.","Marquis Companies I, Inc."
70M100,70M100,70M100,ALF,70,Marquis Forest Grove Assisted Living,3336 19th Ave,"Forest Grove, OR 97116",,(503) 357-4449,"Marquis Companies II, Inc.","Marquis Companies I, Inc."
70M101,70M101,70M101,ALF,95,"Suites Assisted Living Community, The",1301 SE Parkdale Dr,"Grants Pass, OR 97526",,(541) 955-9591,LSREF Golden Ops 26 (OR) LLC,"Frontier Management, LLC"
70M103,70M103,70A103,ALF,60,Wiley Creek Community,5050 Mountain Fir Street,"Sweet Home, OR 97386",,(541) 367-1700,Mid-Valley Healthcare,"Aidan Health Services, Inc."
70M104,70M104,70M104,ALF,46,Willamette Manor,176 West C Street,"Lebanon, OR 97355",,(541) 258-8197,"Willamette Manor, Inc.","Willamette Manor, Inc."
70M201,70M201,70A201,ALF,74,Brookdale Monmouth,504 Gwinn St   E.,"Monmouth, OR 97361",,(503) 838-6443,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
70M202,70M202,70A202,ALF,80,Brookdale Eugene Alpine Springs,3760 N. Clarey St.,"Eugene, OR 97402",,(541) 607-5589,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
70M203,70M203,70M203,ALF,80,Clatsop Retirement Village,947 Olney Ave.,"Astoria, OR 97103",,(503) 325-4646,Clatsop Care Center Health District,Clatsop Care Center Health District
70M204,70M204,70M204,ALF,56,Springs at Clackamas Woods ALF,14314 SE Webster Rd.,"Milwaukie, OR 97267",,(503) 652-5191,"TSL Clack OPS, LLC","The Springs Living, LLC"
70M205,70M205,70M205,ALF,54,Providence Benedictine Orchard House,550 S Main St.,"Mt. Angel, OR 97362",,(503) 845-2560,Providence Health & Services - Oregon,Providence Health & Services - Oregon
70M206,70M206,70M206,ALF,61,Pheasant Pointe Assisted Living Community,835 E. Main Street,"Molalla, OR 97038",,(503) 829-7392,"ARHC PPMOLOR01 TRS, LLC","FM Pheasant Pointe, LLC"
70M207,70M207,70A207,ALF,57,Regency Village at Prineville,830 North Elm Street,"Prineville, OR 97754",,(541) 416-9293,"BD Prineville I, LLC","Regency Pacific Management, LLC"
70M208,70M208,70M208,ALF,70,Avamere Living at Newberg,730 Foothills Drive,"Newberg, OR 97132",,(503) 554-0436,"Genesis Newberg Operations Company, LLC","Genesis Newberg Operations Company, LLC"
70M210,70M210,70M210,ALF,72,Orchards Assisted Living,1018 Royal Court,"Medford, OR 97504",,(541) 776-5227,"Medford Assisted Living, LLC","Woollard Ipsen Management, LLC"
70M211,70M211,70M211,ALF,74,Prestige Senior Living Riverwood,18321 SW Pacific Hwy,"Tualatin, OR 97062",,(503) 925-0211,CHP Tualatin-Riverwood OR Tenant Corp,"Prestige Senior Living, LLC"
70M212,70M212,70M212,ALF,48,East Cascade Retirement Community,175 NE 16th Street,"Madras, OR 97741",,(541) 475-4289,"East Cascade Retirement Community, LLC","Senior Housing Managers, LLC"
70M213,70M213,70M213,ALF,68,Princeton Village Assisted Living Residence,14370 SE Oregon Trail Drive,"Clackamas, OR 97015",,(503) 558-8437,"ARHC PVCLAOR01 TRS, LLC","FM Princeton, LLC"
70M216,70M216,70M216,ALF,54,Macdonald Residence,605 NW Couch Street,"Portland, OR 97209",,(503) 241-7375,Macdonald Residence Limited Partnership,"Mennonite Management Services, Inc."
70M217,70M217,70M217,ALF,95,Aspen Ridge Retirement Community,1010 NE Purcell,"Bend, OR 97701",,(541) 330-6687,"FM Aspen Ret, LLC","Frontier Management, LLC"
70M218,70M218,70M218,ALF,85,Avamere at Waterford Assisted Living Facility,760 Spring Street,"Medford, OR 97504",,(541) 857-5139,"Waterford Operations, LLC","Waterford Operations, LLC"
70M219,70M219,70M219,ALF,65,"Springs at Mill Creek, The",1201 W 10th Street,"The Dalles, OR 97058",,(541) 296-4051,"HSRE-Springs II at the Dalles, LLP","The Springs Living, LLC"
70M220,70M220,70M220,ALF,49,Redwood Terrace,3111 Canal Ave,"Grants Pass, OR 97527",,(541) 479-1928,"Oregon Heights, LLC","Concepts in Community Living, Inc."
70M221,70M221,70M221,ALF,46,Prairie House Assisted Living Community,51485 Morson Street,"La Pine, OR 97739",,(541) 536-1373,"Assisted Living Alternatives, Inc.",Ridgeline Management Co.
70M222,70M222,70M222,ALF,62,Cedar Village Assisted Living Community,4452 Lancaster Dr. NE,"Salem, OR 97305",,(503) 390-9152,"ARHC CVSALOR01 TRS, LLC","FM Cedar Village, LLC"
70M223,70M223,70M223,ALF,56,Settler's Park Assisted Living Community,2895 17th St.,"Baker City, OR 97814",,(541) 523-0268,LSREF Golden Ops 26 (OR) LLC,"SLH Rainier Manager, LLC"
70M225,70M225,70M225,ALF,76,Oak Park Assisted Living Community,1400 NE Rocky Ridge Dr.,"Roseburg, OR 97470",,(541) 677-7063,"Roseburg Assisted Living, LLC",Bonaventure Senior Living
70M226,70M226,70M226,ALF,62,Brookdale Springfield Woodside,4851 Main Street,"Springfield, OR 97478",,(541) 747-0181,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
70M227,70M227,70M227,ALF,65,Avamere at Sherwood Assisted Living Facility,16500 SW Century Dr.,"Sherwood, OR 97140",,(503) 625-6565,"Avamere Sherwood Operations, LLC","Avamere-Sherwood Operations, LLC"
70M228,70M228,70M228,ALF,55,Cascadia Village Retirement Comm.,39495 Cascadia Village Drive,"Sandy, OR 97055",,(503) 668-1154,"Sandy Assisted Living, LLC",Bonaventure Senior Living
70M229,70M229,70M229,ALF,86,Callahan Village,1801 Garden Valley Blvd.,"Roseburg, OR 97470",,(541) 672-1346,LSREF Golden Ops UE (OR) LLC,"Frontier Management, LLC"
70M230,70M230,70M230,ALF,75,Pelican Pointe Assisted Living Community,615 Washburn Way,"Klamath Falls, OR 97603",,(541) 850-2459,"ARHC PPKLAOR01 TRS, LLC","FM Pelican, LLC"
70M231,70M231,70M231,ALF,65,Avamere at Sandy Assisted Living  Facility,17727 SE Langensand,"Sandy, OR 97055",,(503) 668-7758,"Avamere-Sandy Operations, LLC","Avamere-Sandy Operations, LLC"
70M233,70M233,70M233,ALF,53,Morrow Heights Retirement & Assisted Living Community,176 Wards Creek Road,"Rogue River, OR 97537",,(541) 582-6818,LSREF Golden Ops 14 (OR) LLC,"Frontier Management, LLC"
70M234,70M234,70M234,ALF,70,Brookdale Eagle Point,261 Loto Street,"Eagle Point, OR 97524",,(541) 830-0524,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
70M236,70M236,70M236,ALF,79,Brookdale Rose Valley Scappoose,33800 SE Frederick Street,"Scappoose, OR 97056",,(503) 543-4648,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
70M237,70M237,70M237,ALF,36,Nyssa Gardens Assisted Living Facility,1101 Park Avenue,"Nyssa, OR 97913",,(541) 372-0126,Malheur Memorial Hospital District,Malheur Memorial Health District
70M238,70M238,70M238,ALF,60,McKay Creek Estates,1601 Southgate Place,"Pendleton, OR 97801",,(541) 278-4788,"Pendleton Ventures, L.L.C.","Prestige Senior Living, L.L.C."
70M239,70M239,70A239,ALF,80,Courtyard at Mt. Tabor,6323 SE Division,"Portland, OR 97206",,(503) 788-8711,"Courtyard Assisted Members, LLC","Integral Senior Living, LLC"
70M240,70M240,70M240,ALF,75,Prestige Senior Living Huntington Terrace,1410 NE Cleveland,"Gresham, OR 97030",,(503) 669-8896,CHP-Gresham-Huntington Terrace OR Tenant Corp.,"Prestige Senior Living, L.L.C"
70M241,70M241,70A241,ALF,53,High Lookee Lodge,2321 Ollallie Lane PO Box 6,"Warm Springs, OR 97761",,(541) 553-1186,Confederated Tribes of Warm Springs Reservation of Oregon,Confederated Tribes of Warm Springs Reservation of Oregon
70M242,70M242,70M242,ALF,85,Lone Oak Assisted Living Facility,2615 Lone Oak Way,"Eugene, OR 97402",,(541) 461-0539,LSREF Golden Ops 14 (OR) LLC,"Frontier Management, LLC"
70M243,70M243,70M243,ALF,75,Prestige Senior Living Beaverton Hills,4525 SW 99th Avenue,"Beaverton, OR 97005",,(503) 671-0511,CHP Beaverton OR Tenant Corp,"Prestige Senior Living, LLC"
70M245,70M245,70M245,ALF,75,Avamere at Hillsboro Assisted Living Facility,2000 SE 30th Ave.,"Hillsboro, OR 97123",,(503) 640-6654,"Avamere Hillsboro Operations, LLC","Avamere-Hillsboro Operations, LLC"
70M247,70M247,70M247,ALF,60,Cambridge Terrace Assisted Living,2800 14th Ave. SE,"Albany, OR 97321",,(541) 812-9198,Albany Assisted Living LLC,Mountain West Retirement Corp.
70M248,70M248,70M248,ALF,97,Sun Terrace Hermiston,1550 NW 11th St.,"Hermiston, OR 97838",,(541) 564-3087,Clay Davis Stroud - Oregon LLC,"Regency Pacific Management, LLC"
70M250,70M250,70M250,ALF,68,Deer Meadow Assisted Living Community,1350 W Main St,"Sheridan, OR 97378",,(503) 843-2112,Aspen Foundation III,Aspen Foundation III
70M251,70M251,70M251,ALF,75,Brookdale Stayton,2201 3rd Ave.,"Stayton, OR 97383",,(503) 769-1286,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
70M252,70M252,70M252,ALF,38,Laurelhurst House,15 SE 55th Ave,"Portland, OR 97215",,(503) 234-9090,"Laurelhurst House, LLC","Touchstone Communities, LLC"
70M253,70M253,70M253,ALF,51,Ridgeview Assisted Living Center,872 Golfview Drive,"Medford, OR 97504",,(541) 779-2384,"Ridgeview Assisted Living Center, LLC","Ridgeview Assisted Living Center, LLC"
70M254,70M254,70M254,ALF,90,Brookdale Grants Pass Village,1420 Redwood Circle,"Grants Pass, OR 97527",,(541) 474-5012,"S-H OpCO Spring Village, LLC","Brookdale Senior Living Communities, Inc."
70M255,70M255,70M255,ALF,55,Woodland Heights,9355 SW McDonald St.,"Tigard, OR 97224",,(503) 684-9892,"Woodland Heights, LLC","Woodland Heights, LLC"
70M256,70M256,70M256,ALF,55,Wildflower Lodge Assisted Living Community,508 16th St.,"LaGrande, OR 97850",,(541) 663-0538,LSREF Golden Ops 14 (OR) LLC,"SLH Rainier Manager, LLC"
70M257,70M257,70M257,ALF,79,Marie Rose Center Assisted Living,17360 Holy Names Drive,"Lake Oswego, OR 97034","MCC, ACU 23",(503) 675-2458,"Mary's Woods at Marylhurst, Inc.","Mary's Woods at Marylhurst, Inc."
70M258,70M258,70M258,ALF,70,Avamere Living at St. Helens,2400 Gable Rd.,"St. Helens, OR 97051",,(503) 366-8088,"Avamere - St. Helens Operations, LLC","Avamere-St.Helens Operations, LLC"
70M313,70M313,70M313,ALF,84,"Springs at Tanasbourne II, LLC",1950 NW 192nd Avenue,"Hillsboro, OR 97124",,(503) 629-1515,"Springs at Tanasbourne II, LLC","The Springs Living, LLC"
70M350,70M350,,ALF,119,"Village at Keizer Ridge, The",1165 McGee Court,"Keizer, OR 97303",,(503) 390-1818,"VKR, LLC","Keizer Care Properties, LLC"
7MU215,7MU215,7MU215,ALF,126,St. Anthony Village,3560 SE 79th Avenue,"Portland, OR 97206","MCC, ACU 24",(503) 771-9189,St. Anthony Village Associates LP,SAGE
